Marker peaks Fev+ Delta;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
15-33698745-33699640;927000000;763877299259133;213;126;1
14-28409159-28410077;958000000;845139266865636;186;107;1
12-38941610-38942519;965000000;795027009728522;206;121;1
2-19553675-19554593;995000000;567092145813816;345;237;1
14-12161659-12162575;995000000;890981847077946;159;85;1
3-28736803-28737692;1030000000;-185974057943995;41;123;1
12-39338859-39339784;103000000;597964655457495;321;217;1
9-24115400-24116324;104000000;-187787836683055;34;115;1
2-167167482-167168456;1060000000;986657369839471;122;59;1
13-98817937-98818854;1060000000;111160519504305;115;55;1
15-31063431-31064369;1070000000;906554239022264;172;97;1
13-37966707-37967590;1070000000;887902634678116;172;96;1
5-125028251-125029121;1080000000;778074061595721;196;113;1
5-147213043-147213917;1100000000;914420370501716;166;91;1
5-116322335-116323241;1100000000;-207800980879506;27;105;1
19-58616445-58617342;1100000000;938141197576718;155;84;1
14-25185419-25186172;1100000000;-211665260900359;24;101;1
12-118529687-118530586;1100000000;886828663391196;166;91;1
3-69205483-69206417;1100000000;119979561552107;101;47;1
9-59692911-59693613;1100000000;114141571875952;105;49;1
1-54706714-54707654;1130000000;581868109925058;324;212;1
9-100653895-100654801;1150000000;995421345562471;139;72;1
19-53403961-53404883;1200000000;61854726214138;304;205;1
4-84112610-84113547;1200000000;9688962968459;135;69;1
4-148420562-148421558;1210000000;817335602171338;216;132;1
8-106376586-106377503;1210000000;808857122379889;193;111;1
18-3806147-3807048;1210000000;704724778713888;243;151;1
3-34908251-34909149;1210000000;104275638598519;118;58;1
11-81207153-81208079;121000000;833217215543945;182;104;1
17-30467434-30468377;1240000000;771093161375882;206;123;1
1-68049546-68050454;1250000000;842129822398137;172;96;1
7-90882486-90883394;1260000000;940493058984764;152;81;1
11-116218470-116219392;1260000000;489152450981954;443;326;1
7-101100844-101101762;1270000000;795930929868123;206;123;1
3-119946880-119947794;1270000000;-208229460123301;27;104;1
3-74588480-74589399;1300000000;657638225991083;277;181;1
14-25573917-25574874;1320000000;-90674132804399;145;249;1
18-64860844-64861773;1330000000;10195343531116;125;62;1
14-93294164-93295092;1330000000;883603975824413;152;81;1
6-121138086-121139029;1330000000;872519789812629;166;92;1
12-73160110-73161038;1340000000;872168955050431;155;83;1
2-27936544-27937532;1350000000;104740450117772;118;58;1
12-38397278-38398207;136000000;807240284290689;189;109;1
8-91170946-91171616;1390000000;604691800738297;297;192;1
11-65930506-65931420;1410000000;101451401680471;125;63;1
2-133622377-133623305;1440000000;952495132047035;139;72;1
8-109979114-109980022;1460000000;-167810930702305;34;114;1
6-23463589-23464472;1490000000;963734015829482;149;0.08;1
5-103341197-103342122;15000000;820840159294169;176;99;1
4-150306389-150307313;1510000000;850954510059477;172;97;1
4-149314025-149314919;1530000000;736654030757536;0.24;152;1
2-136190636-136191610;1570000000;103988523999291;108;51;1
6-3470415-3471347;159000000;694771528552104;236;145;1
1-36647348-36648266;1600000000;-142481063199975;57;146;1
3-54687018-54687941;1690000000;743350423935929;216;0.13;1
4-56608472-56609387;169000000;830415779260047;179;102;1
17-44542444-44543395;170000000;705384188500233;216;129;1
12-105002744-105003666;1730000000;982425552376833;125;63;1
7-16000735-16001631;1750000000;817205804065552;186;107;1
7-28821189-28822087;1750000000;897753047214521;152;82;1
13-20512184-20513111;1770000000;561968974673578;355;254;1
18-73996802-73997733;1790000000;115193445370918;105;0.05;1
2-52784849-52785793;179000000;108089629442497;105;49;1
13-97384093-97385040;181000000;111621983944835;111;55;1
11-107418214-107419043;1830000000;875798386166295;155;84;1
9-47357739-47358660;183000000;10841856661943;101;47;1
7-112684837-112685774;186000000;866976698891861;176;0.1;1
2-151962255-151963166;1870000000;847342126411042;162;89;1
8-77227486-77228404;1880000000;795648363998719;213;131;1
11-88619930-88620861;1880000000;668396529940265;284;193;1
6-98106796-98107714;190000000;958946867645492;132;68;1
9-31851486-31852391;1910000000;954747914192928;128;66;1
3-142100205-142101144;1910000000;69494781027069;233;146;1
18-29549776-29550702;192000000;909336664958111;139;72;1
3-29030487-29031358;1950000000;694416710675553;0.23;141;1
3-90493641-90494527;1950000000;99603716209448;125;63;1
13-9011382-9012253;1960000000;-328200480838276;811;845;1
15-59125866-59126769;1980000000;639374996781394;257;161;1
2-29624499-29625413;1980000000;824423491215367;162;89;1
7-44685830-44686689;1980000000;826160413720886;186;109;1
2-76494217-76495115;2010000000;101436733272952;132;69;1
14-98063859-98064782;2060000000;827148512265433;169;95;1
9-32933198-32934120;206000000;686288108582568;247;152;1
4-46442322-46443219;2080000000;781405491043562;176;98;1
13-49213345-49214277;2090000000;100771387516343;125;63;1
7-125434501-125435341;2130000000;612631685078992;291;193;1
18-61944337-61945226;2140000000;995209735564777;122;61;1
1-183118202-183119116;2180000000;102006945147806;118;59;1
16-31883534-31884472;2190000000;888776919650751;162;0.09;1
7-67996140-67997020;2200000000;72483122835836;216;131;1
3-51810413-51811340;2220000000;586779326660736;311;209;1
16-35189414-35190306;224000000;866269837112482;166;94;1
7-79318085-79318983;2320000000;-101463428440306;105;201;1
9-64626516-64627437;2320000000;10916343150326;108;53;1
13-74120925-74121843;2320000000;790273406913849;169;94;1
1-186909030-186910295;240000000;-204279087549862;27;0.1;1
12-104954799-104955670;2410000000;489248279582329;412;0.31;1
5-147680577-147681440;2440000000;748117129042604;206;124;1
9-65744029-65744958;2440000000;876180553563395;162;92;1
7-74182375-74183307;2440000000;887372401512562;142;75;1
14-123535330-123536256;2450000000;892039378379106;149;81;1
9-61336969-61337856;2510000000;917723289187808;142;76;1
12-84490935-84491813;2540000000;104149420617143;122;62;1
17-65548367-65549299;2600000000;917824725165884;149;81;1
2-132989731-132990680;2640000000;836169299041839;182;106;1
1-135180760-135181627;2690000000;956523502666594;139;75;1
12-98730407-98731329;2710000000;953863796640188;128;66;1
4-55066207-55067131;2720000000;944251524953322;135;71;1
14-20208144-20209053;276000000;696595728366804;233;147;1
9-74478897-74479857;277000000;93733185925519;139;74;1
19-32604195-32605107;2780000000;-166883377065005;37;116;1
4-41629902-41630802;2830000000;672090921677577;223;135;1
18-22501493-22502400;2830000000;838683330420128;166;94;1
16-63220151-63221062;2860000000;971383985639028;132;69;1
5-110552927-110553893;2920000000;862801742325707;159;88;1
13-59145372-59146293;2930000000;585473371129362;294;196;1
3-27581922-27582840;2940000000;92780051101826;125;64;1
10-79900618-79901539;2990000000;896786938140004;155;87;1
2-162794064-162795010;3090000000;757361953309087;193;115;1
5-40414987-40415901;3180000000;74300307820006;0.23;144;1
16-20637001-20637915;3250000000;706579222694597;196;114;1
2-28867221-28868147;3260000000;696981095909658;223;138;1
1-4492974-4493929;3280000000;94728793313885;132;69;1
18-83033859-83034755;3390000000;771558342519148;176;0.1;1
6-146731472-146732358;3480000000;842432626427033;149;81;1
5-54025516-54026293;350000000;934892623889339;125;64;1
8-108439249-108440165;3530000000;806328661020723;179;105;1
16-93732901-93733848;3600000000;472396705538851;402;299;1
6-93956879-93957798;3600000000;758592408440886;186;109;1
6-28572708-28573622;3650000000;-123867337835109;74;161;1
8-118376528-118377437;3660000000;104754070695399;111;55;1
15-76009079-76010006;3710000000;510812905927107;361;258;1
14-16605234-16606102;3800000000;922843560522056;145;0.08;1
13-107062517-107063406;3860000000;71153177869784;226;144;1
9-70847370-70848269;3860000000;817835765213526;182;109;1
10-108679444-108680378;3870000000;760170014478575;169;95;1
9-97289196-97290117;3900000000;638130939401495;0.28;188;1
2-159762908-159763839;391000000;55608229994361;341;0.24;1
7-79303196-79304042;3930000000;779518147232339;176;102;1
9-31013161-31014077;3940000000;941373071902258;132;71;1
3-27654896-27655597;3960000000;800506137696281;176;102;1
15-36938365-36939296;4020000000;313959228838503;699;569;1
3-54170443-54171362;4020000000;104030988841634;111;56;1
4-154756559-154757492;4070000000;625714923794397;294;204;1
15-68972038-68972956;4080000000;719766465619958;213;0.13;1
1-118776311-118777302;4110000000;85081169914049;169;99;1
4-17122209-17123131;4120000000;908311938472069;132;69;1
10-18743358-18744256;4160000000;459339263491955;432;332;1
13-20901030-20901920;4170000000;837910695948413;152;84;1
5-17114844-17115735;4180000000;969412608816122;118;0.06;1
19-17108570-17109467;4200000000;818027630452242;172;0.1;1
6-82753387-82754327;4210000000;831347501647391;159;0.09;1
16-32688606-32689303;4290000000;930266280845516;125;65;1
11-106440002-106440910;4290000000;101678954779781;115;59;1
8-122769052-122769988;4300000000;587604624918625;264;168;1
5-105710201-105711030;4320000000;101594340925041;105;51;1
10-81633248-81634144;4340000000;-778711959843135;155;256;1
5-125194931-125195857;4360000000;103139685878982;111;56;1
2-100921645-100922575;4370000000;820919080445512;179;107;1
2-38675308-38676222;4400000000;597977466610601;0.28;189;1
2-66104343-66105176;4470000000;918285864291848;135;72;1
14-24586552-24587488;4480000000;-1321480070484;61;144;1
14-68695584-68696532;4520000000;-161561987068893;41;117;1
13-20528478-20529338;4560000000;809526428178389;172;0.1;1
2-165073161-165074044;4590000000;109020435894177;101;49;1
5-146292151-146293003;4640000000;94806996387334;118;0.06;1
2-160366647-160367536;4720000000;-472382432149564;345;0.45;1
4-117317345-117318221;47300000;490988704622966;412;313;1
13-116309355-116310264;4780000000;526279966383446;409;311;1
15-74175260-74176139;4890000000;683996894679536;223;139;1
1-53931277-53932295;4920000000;809577865439135;139;73;1
19-27076310-27077235;4950000000;103763344464339;105;52;1
3-99657400-99658316;5060000000;798119570970472;186;112;1
12-24889380-24890320;5130000000;-167964856421272;37;0.11;1
2-33215450-33216383;5190000000;44841441619669;409;296;1
13-111345263-111346093;5190000000;88980468289435;139;75;1
2-33234567-33235482;5230000000;815421304352371;149;82;1
10-123019266-123020209;5340000000;902342727303525;132;0.07;1
9-58848341-58849266;5360000000;824247015693272;162;93;1
4-57832764-57833633;5420000000;879818535796102;135;73;1
4-31617685-31618655;5420000000;990195445298889;111;56;1
10-49131008-49131917;5480000000;703690961402357;199;0.12;1
13-115032853-115033733;549000000;977376225440925;122;64;1
5-36795735-36796301;550000000;576735682606875;311;216;1
6-19551700-19552617;5500000000;929933552356671;132;71;1
4-120287424-120288302;5520000000;-359424912529338;493;0.6;1
1-182651216-182652112;5520000000;-106466452503361;98;184;1
6-45587077-45587991;5520000000;917363997959805;139;77;1
10-28344873-28345797;5530000000;698960234331281;206;125;1
6-124840512-124841307;5550000000;725792757308097;196;119;1
16-96249428-96250337;5570000000;562625533815363;311;217;1
8-108822605-108823492;5620000000;103525052059703;108;54;1
1-98189889-98190814;5630000000;787215888168759;179;106;1
8-123412516-123413489;5700000000;467958294602566;389;279;1
4-152273667-152274585;5710000000;500401330481836;351;248;1
11-88968721-88969530;5720000000;879790859803672;139;76;1
13-37506823-37507725;5760000000;695587045035989;216;135;1
13-115346168-115347308;5760000000;32009550293493;645;527;1
1-75692803-75693743;5860000000;498423403174661;378;274;1
18-68214761-68215671;5860000000;-159692417722059;41;115;1
16-66925350-66926271;5900000000;831366112501854;159;91;1
11-109011391-109012352;5900000000;-266179101941934;831;878;1
19-14589921-14590843;5900000000;93394670244609;125;66;1
13-99754001-99754922;5930000000;590015688940219;284;0.19;1
5-77471286-77472228;5940000000;914305834625953;135;73;1
6-93297571-93298484;606000000;102636651853901;108;54;1
17-15375688-15376580;6120000000;-754852460075334;186;0.28;1
10-7175982-7176942;6120000000;94223115726652;125;66;1
5-46032812-46033746;6190000000;688700478462557;196;118;1
2-109743289-109744202;6190000000;-158329901142416;41;114;1
13-35434908-35435819;6200000000;842683581956413;152;86;1
X-93292049-93292965;6290000000;736962235429814;179;105;1
12-70098630-70099572;6350000000;927269508348634;118;61;1
15-73095046-73095988;6380000000;982011071334095;118;62;1
10-102158698-102159678;6380000000;926659573080463;128;69;1
2-128859693-128860616;6400000000;758325381610828;172;0.1;1
4-126147545-126148312;6410000000;-539775757217426;294;401;1
1-41430876-41431786;6420000000;997557353307822;122;64;1
16-93308803-93309762;6530000000;73380787865206;206;129;1
1-132190014-132190778;6560000000;633772600533649;267;175;1
2-58299636-58300576;6640000000;672541170607875;0.22;139;1
10-3649995-3651028;6660000000;905755724532737;135;75;1
6-70774427-70775446;6750000000;-15167551122889;47;122;1
17-5710319-5711231;6770000000;670299249488859;213;133;1
13-107120625-107121533;6830000000;68778518723538;196;117;1
5-25449048-25449967;6870000000;950402602009511;122;64;1
7-89441993-89442891;6910000000;932758370407597;128;69;1
16-20564923-20565797;6920000000;559493943023953;304;211;1
7-114827224-114828140;7080000000;618744518042466;247;157;1
14-119776024-119776934;7160000000;758444617983868;169;98;1
11-120215179-120216121;7160000000;857197075552539;149;84;1
14-75923102-75924014;7190000000;834654158462516;145;81;1
14-97854971-97855848;7200000000;683309955442878;247;165;1
9-37460029-37460949;7290000000;77163881996491;182;0.11;1
7-50164924-50165860;7300000000;918377922613487;122;64;1
13-113595069-113595787;7340000000;875176612193522;135;74;1
2-127484132-127485087;7350000000;638743089684248;236;152;1
12-53874953-53875856;7360000000;-110830045918904;88;172;1
4-49092942-49093863;7550000000;650585717511178;0.22;139;1
4-82765422-82766323;768000000;832297419513244;155;89;1
3-46848196-46849102;7690000000;690196401963471;209;132;1
4-132484514-132485451;7780000000;-129257084084524;51;129;1
19-3630219-3631145;7800000000;912532802414647;135;75;1
